AÑO,TRIMESTRE,PROVEEDOR,DEPARTAMENTO,MUNICIPIO,CABECERA MUNICIPAL,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTUTA 4G,COBERTURA LTE,COBERTURA 5G
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CÓRDOBA,S,CÓRDOBA,S,S,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,VALLECITO,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,CAIMITAL,S,S,N,N,N,N
2020,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARGARITA,S,MARGARITA,S,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA ELENA,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,COLORADO,S,S,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,VIDA TRANQUILA,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,ARRAYANES,S,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,GALLEGO ARRIBA,N,N,N,N,N,N
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,MEMBRILLAL,N,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,REGIDOR,N,SAN CAYETANO,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,SAN MIGUEL,S,S,S,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,BARRANCA DE YUCA,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,BOQUILLITA,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,EL CONTADERO,N,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,EL REMANSO,S,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,CAÑABRAVAL,N,N,N,N,N,N
2019,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,S,N
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,EL SALADO,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,EL RECREO,N,N,N,N,N,N
2019,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARÍA LA BAJA,N,MANPUJÁN,N,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,POZO AZUL,N,N,N,N,N,N
2016,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,BARRANCO DE LOBA,S,BARRANCO DE LOBA,S,S,N,N,N,N
2020,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ALTOS DEL ROSARIO,S,ALTOS DEL ROSARIO,N,S,S,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,BARRANCA NUEVA,S,S,S,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,ANIMAS ALTAS,S,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TALAIGUA NUEVO,S,TALAIGUA NUEVO,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,LOS BELLOS,S,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CICUCO,N,LA PEÑA,S,S,S,N,S,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SAN FRANCISCO,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,EL RUBIO,S,S,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,VILLANUEVA,S,VILLANUEVA,S,S,S,N,N,N
2015,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,N,N
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA,S,SANTA ROSA,S,S,N,N,N,N
2017,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,EL LIBANO,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,SAN JOSÉ DE LOS TRAPICHES,S,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,BAYUNCA,S,S,S,N,N,N
2018,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,N,LA BOQUILLA,N,N,N,N,S,N
2018,1,AVANTEL S.A.S,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,SAN MATEO,N,N,N,N,N,N
2020,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SANTA ROSA DEL SUR,S,SANTA ROSA DEL SUR,N,S,S,N,N,N
2016,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO,N,PARAÍSO,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,SANTAFÉ DE ICOTEA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,RÍO NUEVO,N,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,MURIBA,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARROYOHONDO,N,SATO,N,N,N,N,N,N
2016,3,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,N,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,NUEVA FLORIDA,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,HATO NUEVO,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,EL BAGRE,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,VILLA FLOR,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,S,MARGARITA,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,SOCORRO 1,N,N,N,N,N,N
2019,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAHATES,N,MALAGANA,N,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ALTOS DEL ROSARIO,N,SAN ISIDRO,N,N,N,N,N,N
2019,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,TIQUISIO,S,TIQUISIO,S,S,S,N,N,N
2016,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SANTA CATALINA,N,GALERAZAMBA,S,N,N,N,N,N
2020,3,AVANTEL S.A.S,BOLÍVAR,SANTA CRUZ DE MOMPOX,S,SANTA CRUZ DE MOMPOX,N,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,S,S,N,N,N,N
2016,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CÓRDOBA,N,SAN ANDRÉS,N,S,S,N,N,N
2018,3,AVANTEL S.A.S,BOLÍVAR,CALAMAR,S,CALAMAR,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL SENA,N,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,S,S,S,N,S,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PROVIDENCIA,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,EL RECREO,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA FE,S,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,LAS NIEVES,S,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,S,MAGANGUÉ,S,S,S,N,S,N
2016,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,SANTA ROSA,S,SANTA ROSA,S,S,S,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,EL ZAFIRO,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,EL GUAMO,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SAN FRANCISCO,N,N,N,N,N,N
2017,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN PABLO,N,SANTO DOMINGO,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,ARROYO GRANDE,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,JUANA SÁNCHEZ,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,YUCAL,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,S,S,N,S,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN PABLO,N,EL CARMEN,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,N,CAIMITAL,S,S,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MAHATES,N,SAN BASILIO DE PALENQUE,N,N,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CHILLOA,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,GUATAQUITA,N,N,N,N,N,N
2015,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,SANTA CATALINA,N,LOMA DE ARENA,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,RÍO VIEJO,N,MACEDONIA,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,BARRANCO DE LOBA,N,SAN ANTONIO,N,N,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,MINA BRISA,N,N,N,N,N,N
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,TALAIGUA VIEJO,S,S,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SAN PABLO,S,SAN PABLO,S,S,N,N,S,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARENAL,S,ARENAL,S,S,S,N,S,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,GUAMO,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN MARTÍN DE LOBA,N,EL VARAL,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,EL FIRME,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,GAMBOTE,S,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,SAN JOAQUÍN,S,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN ESTANISLAO,S,SAN ESTANISLAO,S,S,S,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,S,HATILLO DE LOBA,S,S,S,N,S,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,EL DORADO,S,N,N,N,N,N
2017,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL GUAMO,S,EL GUAMO,S,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CANTERA,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,S,CALAMAR,S,S,S,N,N,N
2019,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,N,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,GUAIMARAL,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA ROSA DEL SUR,N,SAN ISIDRO,N,N,N,N,N,N
2019,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,ARJONA,S,ARJONA,S,S,N,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SANTA COA,S,S,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TALAIGUA NUEVO,N,PEÑÓN DE DURÁN,N,N,N,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA COITA,N,N,N,N,N,N
2019,2,AVANTEL S.A.S,BOLÍVAR,CANTAGALLO,S,CANTAGALLO,S,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,PONTEZUELA,N,S,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,PUERTO ESPAÑA,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,SAN RAFAEL DE LA CRUZ,S,S,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,SANDOVAL,S,S,S,N,N,N
2017,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,ARROYOHONDO,S,ARROYOHONDO,S,S,S,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,SANTA ANA,S,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,AGUAS NEGRAS,N,N,N,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,BUENAVISTA,S,N,N,N,N,N
2015,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CANTAGALLO,N,BRISAS DE BOLÍVAR,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CAIMITAL,N,N,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,SABANAS DEL FIRME,S,S,N,N,N,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,RETIRO NUEVO,S,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MONTECRISTO,N,TABURETERA,N,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,NICARAGUA,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,MONTECELIO,N,N,N,N,N,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,CENTRO ALEGRE,S,S,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ARJONA,N,GAMBOTE,S,N,N,N,N,N
2020,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,MONTECRISTO,S,MONTECRISTO,N,S,S,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CICUCO,S,CICUCO,S,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,SANTA MÓNICA,S,N,N,N,N,N
2016,2,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,SAN JUAN NEPOMUCENO,S,SAN JUAN NEPOMUCENO,S,S,S,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,RÍO NUEVO,N,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,SANTA ELENA,S,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN FERNANDO,N,EL PALMAR,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,HATILLO DE LOBA,N,PUEBLO NUEVO,N,N,N,N,N,N
2017,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,N,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,REGIDOR,N,SAN ANTONIO,S,S,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,N,SAN CAYETANO,S,S,S,N,S,N
2019,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA DEL SUR,N,SAN LUCAS,S,N,N,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JACINTO DEL CAUCA,N,MÉJICO,S,N,N,N,N,N
2017,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,S,S,S,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SANTA COA,S,N,N,N,N,N
2017,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MORALES,S,MORALES,S,S,S,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,LETICIA,S,N,N,N,N,N
2020,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARGARITA,N,CAÑO MONO,N,N,N,N,N,N
2020,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,CARTAGENA,N,PASACABALLOS,N,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL GUAMO,N,N,N,N,N,N
2017,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PONTEZUELA,S,S,S,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,NICARAGUA,N,N,N,N,N,N
2016,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,N,N
2019,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,SAN JUAN NEPOMUCENO,S,SAN JUAN NEPOMUCENO,S,S,S,N,S,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAHATES,S,MAHATES,S,S,S,N,S,N
2020,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,TURBACO,S,TURBACO,S,S,S,N,S,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,EL CEDRO,N,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA ROSA DEL SUR,N,SAN LUCAS,S,N,N,N,N,N
2017,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,ALGARROBO,N,N,N,N,N,N
2019,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,RÍO VIEJO,S,RÍO VIEJO,S,S,S,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL CARMEN DE BOLÍVAR,N,SANTO DOMINGO DE MEZA,S,N,N,N,N,N
2017,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SIMITÍ,N,MONTERREY,S,S,S,N,N,N
2020,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,CARTAGENA,S,CARTAGENA,S,S,S,N,S,N
2016,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,LA VENTURA,N,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PUERTO VENECIA,N,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CARTAGENA,N,PASACABALLOS,S,S,N,N,N,N
2019,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,NOROSÍ,N,OLIVARES,N,N,N,N,N,N
2020,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,TURBANÁ,S,TURBANÁ,S,S,N,N,S,N
2016,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SANTA CRUZ DE MOMPOX,N,LOS PIÑONES,N,N,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN ESTANISLAO,N,LAS PIEDRAS,S,N,N,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,MARQUEZ,S,S,S,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL NÍSPERO,S,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CALAMAR,N,HATO VIEJO,S,S,N,N,N,N
2016,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,N,BUENOS AIRES,N,N,N,N,N,N
2020,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MAGANGUÉ,N,PLAYA DE LAS FLORES,S,N,N,N,N,N
2019,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL GUAMO,S,EL GUAMO,S,S,S,N,N,N
2017,1,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MAHATES,N,MALAGANA,S,S,S,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,PALENQUILLO,N,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MARÍA LA BAJA,N,EL NÍSPERO,S,S,S,N,N,N
2016,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,PINILLOS,N,SAN FRANCISCO,N,N,N,N,N,N
2016,3,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,EL CARMEN DE BOLÍVAR,S,EL CARMEN DE BOLÍVAR,S,S,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,MORALES,N,MICOAHUMADO,N,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,SANTA LUCÍA,S,S,N,N,N,N
2015,4,ALMACENES EXITO INVERSIONES S.A.S.,BOLÍVAR,ACHÍ,S,ACHÍ,S,S,S,N,N,N
2019,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,EL PEÑÓN,S,EL PEÑÓN,S,S,S,N,S,N
2019,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,SANTA CATALINA,S,SANTA CATALINA,S,S,N,N,N,N
2015,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,TIQUISIO,N,TIQUISIO NUEVO,S,N,N,N,N,N
2019,4,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,SAN JUAN NEPOMUCENO,S,SAN JUAN NEPOMUCENO,S,S,S,N,S,N
2020,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CANTAGALLO,N,LA ESPERANZA,N,N,N,N,N,N
2019,4,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARÍA LA BAJA,N,MANPUJÁN,N,S,N,N,N,N
2016,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,BOLÍVAR,CANTAGALLO,N,BRISAS DE BOLÍVAR,S,S,N,N,N,N
2017,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,BOLÍVAR,SAN FERNANDO,S,SAN FERNANDO,N,S,S,N,N,N
2020,3,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CARTAGENA,N,ARARCA,S,N,N,N,N,N
2019,1,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,CÓRDOBA,N,PUEBLO NUEVO,N,N,N,N,N,N
2020,2,COLOMBIA MOVIL  S.A ESP,BOLÍVAR,MARÍA LA BAJA,S,MARÍA LA BAJA,S,S,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,BOLÍVAR,ACHÍ,N,PARAÍSO SINCERÍN,N,N,N,N,N,N
